timestamp,sensor_type,sensor_id,value
2025-09-30 02:00:00,temperature,temp_2,19.16
2025-09-30 02:00:00,temperature,temp_3,19.77
2025-09-30 02:00:00,luminosity,light_1,0.0
2025-09-30 02:00:00,luminosity,light_2,0.0
2025-09-30 02:00:00,luminosity,light_3,0.0
2025-09-30 02:00:00,occupancy,occ_1,0.0
2025-09-30 02:00:00,occupancy,occ_2,0.0
2025-09-30 02:00:00,occupancy,occ_3,0.0
2025-09-30 02:00:00,occupancy,occ_4,0.0
2025-09-30 02:00:00,occupancy,occ_5,0.0
2025-09-30 02:15:00,temperature,temp_1,20.3
2025-09-30 02:15:00,temperature,temp_2,21.13
2025-09-30 02:15:00,temperature,temp_3,20.05
2025-09-30 02:15:00,luminosity,light_1,0.4
2025-09-30 02:15:00,luminosity,light_2,0.0
2025-09-30 02:15:00,luminosity,light_3,0.0
2025-09-30 02:15:00,occupancy,occ_1,0.0
2025-09-30 02:15:00,occupancy,occ_2,0.0
2025-09-30 02:15:00,occupancy,occ_3,0.0
2025-09-30 02:15:00,occupancy,occ_4,0.0
2025-09-30 02:15:00,occupancy,occ_5,0.0
2025-09-30 02:30:00,temperature,temp_1,21.64
2025-09-30 02:30:00,temperature,temp_2,20.01
2025-09-30 02:30:00,temperature,temp_3,21.05
2025-09-30 02:30:00,luminosity,light_1,13.1
2025-09-30 02:30:00,luminosity,light_2,0.0
2025-09-30 02:30:00,luminosity,light_3,0.0
2025-09-30 02:30:00,occupancy,occ_1,0.0
2025-09-30 02:30:00,occupancy,occ_2,0.0
2025-09-30 02:30:00,occupancy,occ_3,0.0
2025-09-30 02:30:00,occupancy,occ_4,0.0
2025-09-30 02:30:00,occupancy,occ_5,0.0
2025-09-30 02:45:00,temperature,temp_1,21.6
2025-09-30 02:45:00,temperature,temp_2,20.98
2025-09-30 02:45:00,temperature,temp_3,19.81
2025-09-30 02:45:00,luminosity,light_1,0.0
2025-09-30 02:45:00,luminosity,light_2,12.2
2025-09-30 02:45:00,luminosity,light_3,18.4
2025-09-30 02:45:00,occupancy,occ_1,0.0
2025-09-30 02:45:00,occupancy,occ_2,0.0
2025-09-30 02:45:00,occupancy,occ_3,0.0
2025-09-30 02:45:00,occupancy,occ_4,0.0
2025-09-30 02:45:00,occupancy,occ_5,0.0
2025-09-30 03:00:00,temperature,temp_1,20.39
2025-09-30 03:00:00,temperature,temp_2,20.12
2025-09-30 03:00:00,temperature,temp_3,20.47
2025-09-30 03:00:00,luminosity,light_1,1.9
2025-09-30 03:00:00,luminosity,light_2,0.0
2025-09-30 03:00:00,luminosity,light_3,24.7
2025-09-30 03:00:00,occupancy,occ_1,0.0
2025-09-30 03:00:00,occupancy,occ_2,0.0
2025-09-30 03:00:00,occupancy,occ_3,0.0
2025-09-30 03:00:00,occupancy,occ_4,0.0
2025-09-30 03:00:00,occupancy,occ_5,0.0
2025-09-30 03:15:00,temperature,temp_1,20.69
2025-09-30 03:15:00,temperature,temp_2,20.34
2025-09-30 03:15:00,temperature,temp_3,20.68
2025-09-30 03:15:00,luminosity,light_1,0.0
2025-09-30 03:15:00,luminosity,light_2,0.0
2025-09-30 03:15:00,luminosity,light_3,0.0
2025-09-30 03:15:00,occupancy,occ_1,0.0
2025-09-30 03:15:00,occupancy,occ_2,0.0
2025-09-30 03:15:00,occupancy,occ_3,0.0
2025-09-30 03:15:00,occupancy,occ_4,0.0
2025-09-30 03:15:00,occupancy,occ_5,0.0
2025-09-30 03:30:00,temperature,temp_1,20.51
2025-09-30 03:30:00,temperature,temp_2,19.27
2025-09-30 03:30:00,temperature,temp_3,20.6
2025-09-30 03:30:00,luminosity,light_1,22.1
2025-09-30 03:30:00,luminosity,light_2,10.6
2025-09-30 03:30:00,luminosity,light_3,7.0
2025-09-30 03:30:00,occupancy,occ_1,0.0
2025-09-30 03:30:00,occupancy,occ_2,0.0
2025-09-30 03:30:00,occupancy,occ_3,0.0
2025-09-30 03:30:00,occupancy,occ_4,0.0
2025-09-30 03:30:00,occupancy,occ_5,0.0
2025-09-30 03:45:00,temperature,temp_1,20.4
2025-09-30 03:45:00,temperature,temp_2,20.31
2025-09-30 03:45:00,temperature,temp_3,20.73
2025-09-30 03:45:00,luminosity,light_1,52.1
2025-09-30 03:45:00,luminosity,light_2,12.0
2025-09-30 03:45:00,luminosity,light_3,27.3
2025-09-30 03:45:00,occupancy,occ_1,0.0
2025-09-30 03:45:00,occupancy,occ_2,0.0
2025-09-30 03:45:00,occupancy,occ_3,0.0
2025-09-30 03:45:00,occupancy,occ_4,0.0
2025-09-30 03:45:00,occupancy,occ_5,0.0
2025-09-30 04:00:00,temperature,temp_1,20.71
2025-09-30 04:00:00,temperature,temp_2,20.55
2025-09-30 04:00:00,temperature,temp_3,20.59
2025-09-30 04:00:00,luminosity,light_1,0.0
2025-09-30 04:00:00,luminosity,light_2,0.3
2025-09-30 04:00:00,luminosity,light_3,0.0
2025-09-30 04:00:00,occupancy,occ_1,0.0
2025-09-30 04:00:00,occupancy,occ_2,0.0
2025-09-30 04:00:00,occupancy,occ_3,0.0
2025-09-30 04:00:00,occupancy,occ_4,0.0
2025-09-30 04:00:00,occupancy,occ_5,0.0
2025-09-30 04:15:00,temperature,temp_1,20.44
2025-09-30 04:15:00,temperature,temp_2,20.43
2025-09-30 04:15:00,temperature,temp_3,20.52
2025-09-30 04:15:00,luminosity,light_1,0.0
2025-09-30 04:15:00,luminosity,light_2,12.5
2025-09-30 04:15:00,luminosity,light_3,0.0
2025-09-30 04:15:00,occupancy,occ_1,0.0
2025-09-30 04:15:00,occupancy,occ_2,0.0
2025-09-30 04:15:00,occupancy,occ_3,0.0
2025-09-30 04:15:00,occupancy,occ_4,0.0
2025-09-30 04:15:00,occupancy,occ_5,0.0
2025-09-30 04:30:00,temperature,temp_1,20.64
2025-09-30 04:30:00,temperature,temp_2,21.14
2025-09-30 04:30:00,temperature,temp_3,19.74
2025-09-30 04:30:00,luminosity,light_1,19.0
2025-09-30 04:30:00,luminosity,light_2,5.7
2025-09-30 04:30:00,luminosity,light_3,22.2
2025-09-30 04:30:00,occupancy,occ_1,0.0
2025-09-30 04:30:00,occupancy,occ_2,0.0
2025-09-30 04:30:00,occupancy,occ_3,0.0
2025-09-30 04:30:00,occupancy,occ_4,0.0
2025-09-30 04:30:00,occupancy,occ_5,0.0
2025-09-30 04:45:00,temperature,temp_1,20.33
2025-09-30 04:45:00,temperature,temp_2,21.03
2025-09-30 04:45:00,temperature,temp_3,20.65
2025-09-30 04:45:00,luminosity,light_1,0.9
2025-09-30 04:45:00,luminosity,light_2,17.9
2025-09-30 04:45:00,luminosity,light_3,52.0
2025-09-30 04:45:00,occupancy,occ_1,0.0
2025-09-30 04:45:00,occupancy,occ_2,0.0
2025-09-30 04:45:00,occupancy,occ_3,0.0
2025-09-30 04:45:00,occupancy,occ_4,0.0
2025-09-30 04:45:00,occupancy,occ_5,0.0
2025-09-30 05:00:00,temperature,temp_1,20.91
2025-09-30 05:00:00,temperature,temp_2,20.96
2025-09-30 05:00:00,temperature,temp_3,21.2
2025-09-30 05:00:00,luminosity,light_1,0.0
2025-09-30 05:00:00,luminosity,light_2,31.5
2025-09-30 05:00:00,luminosity,light_3,0.0
2025-09-30 05:00:00,occupancy,occ_1,0.0
2025-09-30 05:00:00,occupancy,occ_2,0.0
2025-09-30 05:00:00,occupancy,occ_3,0.0
2025-09-30 05:00:00,occupancy,occ_4,1.0
2025-09-30 05:00:00,occupancy,occ_5,0.0
2025-09-30 05:15:00,temperature,temp_1,21.06
2025-09-30 05:15:00,temperature,temp_2,21.18
2025-09-30 05:15:00,temperature,temp_3,20.24
2025-09-30 05:15:00,luminosity,light_1,9.5
2025-09-30 05:15:00,luminosity,light_2,24.7
2025-09-30 05:15:00,luminosity,light_3,33.9
2025-09-30 05:15:00,occupancy,occ_1,0.0
2025-09-30 05:15:00,occupancy,occ_2,0.0
2025-09-30 05:15:00,occupancy,occ_3,0.0
2025-09-30 05:15:00,occupancy,occ_4,0.0
2025-09-30 05:15:00,occupancy,occ_5,0.0
2025-09-30 05:30:00,temperature,temp_1,20.32
2025-09-30 05:30:00,temperature,temp_2,20.64
2025-09-30 05:30:00,temperature,temp_3,20.65
2025-09-30 05:30:00,luminosity,light_1,4.1
2025-09-30 05:30:00,luminosity,light_2,15.0
2025-09-30 05:30:00,luminosity,light_3,18.6
2025-09-30 05:30:00,occupancy,occ_1,0.0
2025-09-30 05:30:00,occupancy,occ_2,0.0
2025-09-30 05:30:00,occupancy,occ_3,0.0
2025-09-30 05:30:00,occupancy,occ_4,0.0
2025-09-30 05:30:00,occupancy,occ_5,0.0
2025-09-30 05:45:00,temperature,temp_1,21.18
2025-09-30 05:45:00,temperature,temp_2,20.65
2025-09-30 05:45:00,temperature,temp_3,21.0
2025-09-30 05:45:00,luminosity,light_1,0.0
2025-09-30 05:45:00,luminosity,light_2,0.0
2025-09-30 05:45:00,luminosity,light_3,38.3
2025-09-30 05:45:00,occupancy,occ_1,0.0
2025-09-30 05:45:00,occupancy,occ_2,0.0
2025-09-30 05:45:00,occupancy,occ_3,0.0
2025-09-30 05:45:00,occupancy,occ_4,0.0
2025-09-30 05:45:00,occupancy,occ_5,0.0
2025-09-30 06:00:00,temperature,temp_1,21.88
2025-09-30 06:00:00,temperature,temp_2,21.2
2025-09-30 06:00:00,temperature,temp_3,20.25
2025-09-30 06:00:00,luminosity,light_1,0.0
2025-09-30 06:00:00,luminosity,light_2,0.0
2025-09-30 06:00:00,luminosity,light_3,19.7
2025-09-30 06:00:00,occupancy,occ_1,0.0
2025-09-30 06:00:00,occupancy,occ_2,1.0
2025-09-30 06:00:00,occupancy,occ_3,0.0
2025-09-30 06:00:00,occupancy,occ_4,0.0
2025-09-30 06:00:00,occupancy,occ_5,0.0
2025-09-30 06:15:00,temperature,temp_1,20.67
2025-09-30 06:15:00,temperature,temp_2,21.43
2025-09-30 06:15:00,temperature,temp_3,20.77
2025-09-30 06:15:00,luminosity,light_1,0.0
2025-09-30 06:15:00,luminosity,light_2,3.2
2025-09-30 06:15:00,luminosity,light_3,23.1
2025-09-30 06:15:00,occupancy,occ_1,0.0
2025-09-30 06:15:00,occupancy,occ_2,0.0
2025-09-30 06:15:00,occupancy,occ_3,0.0
2025-09-30 06:15:00,occupancy,occ_4,0.0
2025-09-30 06:15:00,occupancy,occ_5,0.0
2025-09-30 06:30:00,temperature,temp_1,21.34
2025-09-30 06:30:00,temperature,temp_2,21.42
2025-09-30 06:30:00,temperature,temp_3,21.16
2025-09-30 06:30:00,luminosity,light_1,10.9
2025-09-30 06:30:00,luminosity,light_2,0.0
2025-09-30 06:30:00,luminosity,light_3,33.1
2025-09-30 06:30:00,occupancy,occ_1,1.0
2025-09-30 06:30:00,occupancy,occ_2,1.0
2025-09-30 06:30:00,occupancy,occ_3,0.0
2025-09-30 06:30:00,occupancy,occ_4,0.0
2025-09-30 06:30:00,occupancy,occ_5,0.0
2025-09-30 06:45:00,temperature,temp_1,20.62
2025-09-30 06:45:00,temperature,temp_2,21.03
2025-09-30 06:45:00,temperature,temp_3,20.27
2025-09-30 06:45:00,luminosity,light_1,0.0
2025-09-30 06:45:00,luminosity,light_2,0.0
2025-09-30 06:45:00,luminosity,light_3,15.3
2025-09-30 06:45:00,occupancy,occ_1,0.0
2025-09-30 06:45:00,occupancy,occ_2,0.0
2025-09-30 06:45:00,occupancy,occ_3,0.0
2025-09-30 06:45:00,occupancy,occ_4,0.0
2025-09-30 06:45:00,occupancy,occ_5,0.0
2025-09-30 07:00:00,temperature,temp_1,21.9
2025-09-30 07:00:00,temperature,temp_2,21.27
2025-09-30 07:00:00,temperature,temp_3,21.66
2025-09-30 07:00:00,luminosity,light_1,64.5
2025-09-30 07:00:00,luminosity,light_2,45.8
2025-09-30 07:00:00,luminosity,light_3,86.8
2025-09-30 07:00:00,occupancy,occ_1,0.0
2025-09-30 07:00:00,occupancy,occ_2,0.0
2025-09-30 07:00:00,occupancy,occ_3,0.0
2025-09-30 07:00:00,occupancy,occ_4,0.0
2025-09-30 07:00:00,occupancy,occ_5,1.0
2025-09-30 07:15:00,temperature,temp_1,21.85
2025-09-30 07:15:00,temperature,temp_2,21.5
2025-09-30 07:15:00,temperature,temp_3,20.9
2025-09-30 07:15:00,luminosity,light_1,99.8
2025-09-30 07:15:00,luminosity,light_2,121.6
2025-09-30 07:15:00,luminosity,light_3,66.6
2025-09-30 07:15:00,occupancy,occ_1,0.0
2025-09-30 07:15:00,occupancy,occ_2,0.0
2025-09-30 07:15:00,occupancy,occ_3,0.0
2025-09-30 07:15:00,occupancy,occ_4,0.0
2025-09-30 07:15:00,occupancy,occ_5,1.0
2025-09-30 07:30:00,temperature,temp_1,21.89
2025-09-30 07:30:00,temperature,temp_2,20.69
2025-09-30 07:30:00,temperature,temp_3,22.0
2025-09-30 07:30:00,luminosity,light_1,52.6
2025-09-30 07:30:00,luminosity,light_2,145.3
2025-09-30 07:30:00,luminosity,light_3,78.4
2025-09-30 07:30:00,occupancy,occ_1,0.0
2025-09-30 07:30:00,occupancy,occ_2,0.0
2025-09-30 07:30:00,occupancy,occ_3,0.0
2025-09-30 07:30:00,occupancy,occ_4,0.0
2025-09-30 07:30:00,occupancy,occ_5,0.0
2025-09-30 07:45:00,temperature,temp_1,21.82
2025-09-30 07:45:00,temperature,temp_2,21.82
2025-09-30 07:45:00,temperature,temp_3,20.61
2025-09-30 07:45:00,luminosity,light_1,68.8
2025-09-30 07:45:00,luminosity,light_2,144.5
2025-09-30 07:45:00,luminosity,light_3,113.7
2025-09-30 07:45:00,occupancy,occ_1,0.0
2025-09-30 07:45:00,occupancy,occ_2,0.0
2025-09-30 07:45:00,occupancy,occ_3,1.0
2025-09-30 07:45:00,occupancy,occ_4,0.0
2025-09-30 07:45:00,occupancy,occ_5,0.0
2025-09-30 08:00:00,temperature,temp_1,22.01
2025-09-30 08:00:00,temperature,temp_2,21.45
2025-09-30 08:00:00,temperature,temp_3,21.61
2025-09-30 08:00:00,luminosity,light_1,366.5
2025-09-30 08:00:00,luminosity,light_2,372.2
2025-09-30 08:00:00,luminosity,light_3,364.6
2025-09-30 08:00:00,occupancy,occ_1,1.0
2025-09-30 08:00:00,occupancy,occ_2,0.0
2025-09-30 08:00:00,occupancy,occ_3,0.0
2025-09-30 08:00:00,occupancy,occ_4,0.0
2025-09-30 08:00:00,occupancy,occ_5,1.0
2025-09-30 08:15:00,temperature,temp_1,21.7
2025-09-30 08:15:00,temperature,temp_2,21.73
2025-09-30 08:15:00,temperature,temp_3,22.14
2025-09-30 08:15:00,luminosity,light_1,361.5
2025-09-30 08:15:00,luminosity,light_2,377.5
2025-09-30 08:15:00,luminosity,light_3,333.5
2025-09-30 08:15:00,occupancy,occ_1,0.0
2025-09-30 08:15:00,occupancy,occ_2,1.0
2025-09-30 08:15:00,occupancy,occ_3,1.0
2025-09-30 08:15:00,occupancy,occ_4,0.0
2025-09-30 08:15:00,occupancy,occ_5,0.0
2025-09-30 08:30:00,temperature,temp_1,21.61
2025-09-30 08:30:00,temperature,temp_2,21.82
2025-09-30 08:30:00,temperature,temp_3,22.91
2025-09-30 08:30:00,luminosity,light_1,373.3
2025-09-30 08:30:00,luminosity,light_2,355.2
2025-09-30 08:30:00,luminosity,light_3,402.4
2025-09-30 08:30:00,occupancy,occ_1,0.0
2025-09-30 08:30:00,occupancy,occ_2,1.0
2025-09-30 08:30:00,occupancy,occ_3,1.0
2025-09-30 08:30:00,occupancy,occ_4,1.0
2025-09-30 08:30:00,occupancy,occ_5,1.0
2025-09-30 08:45:00,temperature,temp_1,22.32
2025-09-30 08:45:00,temperature,temp_2,21.27
2025-09-30 08:45:00,temperature,temp_3,22.03
2025-09-30 08:45:00,luminosity,light_1,335.0
2025-09-30 08:45:00,luminosity,light_2,346.8
2025-09-30 08:45:00,luminosity,light_3,358.0
2025-09-30 08:45:00,occupancy,occ_1,1.0
2025-09-30 08:45:00,occupancy,occ_2,1.0
2025-09-30 08:45:00,occupancy,occ_3,0.0
2025-09-30 08:45:00,occupancy,occ_4,0.0
2025-09-30 08:45:00,occupancy,occ_5,0.0
2025-09-30 09:00:00,temperature,temp_1,21.92
2025-09-30 09:00:00,temperature,temp_2,23.08
2025-09-30 09:00:00,temperature,temp_3,21.21
2025-09-30 09:00:00,luminosity,light_1,567.1
2025-09-30 09:00:00,luminosity,light_2,580.7
2025-09-30 09:00:00,luminosity,light_3,562.6
2025-09-30 09:00:00,occupancy,occ_1,1.0
2025-09-30 09:00:00,occupancy,occ_2,0.0
2025-09-30 09:00:00,occupancy,occ_3,0.0
2025-09-30 09:00:00,occupancy,occ_4,0.0
2025-09-30 09:00:00,occupancy,occ_5,1.0
2025-09-30 09:15:00,temperature,temp_1,21.92
2025-09-30 09:15:00,temperature,temp_2,22.66
2025-09-30 09:15:00,temperature,temp_3,22.15
2025-09-30 09:15:00,luminosity,light_1,626.9
2025-09-30 09:15:00,luminosity,light_2,562.6
2025-09-30 09:15:00,luminosity,light_3,580.3
2025-09-30 09:15:00,occupancy,occ_1,1.0
2025-09-30 09:15:00,occupancy,occ_2,1.0
2025-09-30 09:15:00,occupancy,occ_3,1.0
2025-09-30 09:15:00,occupancy,occ_4,0.0
2025-09-30 09:15:00,occupancy,occ_5,0.0
2025-09-30 09:30:00,temperature,temp_1,22.62
2025-09-30 09:30:00,temperature,temp_2,21.89
2025-09-30 09:30:00,temperature,temp_3,22.93
2025-09-30 09:30:00,luminosity,light_1,606.4
2025-09-30 09:30:00,luminosity,light_2,604.4
2025-09-30 09:30:00,luminosity,light_3,531.3
2025-09-30 09:30:00,occupancy,occ_1,1.0
2025-09-30 09:30:00,occupancy,occ_2,0.0
2025-09-30 09:30:00,occupancy,occ_3,1.0
2025-09-30 09:30:00,occupancy,occ_4,0.0
2025-09-30 09:30:00,occupancy,occ_5,0.0
2025-09-30 09:45:00,temperature,temp_1,22.67
2025-09-30 09:45:00,temperature,temp_2,22.53
2025-09-30 09:45:00,temperature,temp_3,22.41
2025-09-30 09:45:00,luminosity,light_1,567.8
2025-09-30 09:45:00,luminosity,light_2,596.5
2025-09-30 09:45:00,luminosity,light_3,590.0
2025-09-30 09:45:00,occupancy,occ_1,0.0
2025-09-30 09:45:00,occupancy,occ_2,1.0
2025-09-30 09:45:00,occupancy,occ_3,1.0
2025-09-30 09:45:00,occupancy,occ_4,1.0
2025-09-30 09:45:00,occupancy,occ_5,0.0
2025-09-30 10:00:00,temperature,temp_1,23.06
2025-09-30 10:00:00,temperature,temp_2,22.17
2025-09-30 10:00:00,temperature,temp_3,22.72
2025-09-30 10:00:00,luminosity,light_1,818.5
2025-09-30 10:00:00,luminosity,light_2,791.1
2025-09-30 10:00:00,luminosity,light_3,790.3
2025-09-30 10:00:00,occupancy,occ_1,1.0
2025-09-30 10:00:00,occupancy,occ_2,1.0
2025-09-30 10:00:00,occupancy,occ_3,1.0
2025-09-30 10:00:00,occupancy,occ_4,0.0
2025-09-30 10:00:00,occupancy,occ_5,0.0
2025-09-30 10:15:00,temperature,temp_1,23.06
2025-09-30 10:15:00,temperature,temp_2,23.59
2025-09-30 10:15:00,temperature,temp_3,22.04
2025-09-30 10:15:00,luminosity,light_1,771.0
2025-09-30 10:15:00,luminosity,light_2,789.2
2025-09-30 10:15:00,luminosity,light_3,791.5
2025-09-30 10:15:00,occupancy,occ_1,0.0
2025-09-30 10:15:00,occupancy,occ_2,1.0
2025-09-30 10:15:00,occupancy,occ_3,1.0
2025-09-30 10:15:00,occupancy,occ_4,1.0
2025-09-30 10:15:00,occupancy,occ_5,1.0
2025-09-30 10:30:00,temperature,temp_1,22.61
2025-09-30 10:30:00,temperature,temp_2,23.36
2025-09-30 10:30:00,temperature,temp_3,23.27
2025-09-30 10:30:00,luminosity,light_1,790.1
2025-09-30 10:30:00,luminosity,light_2,765.9
2025-09-30 10:30:00,luminosity,light_3,785.6
2025-09-30 10:30:00,occupancy,occ_1,0.0
2025-09-30 10:30:00,occupancy,occ_2,0.0
2025-09-30 10:30:00,occupancy,occ_3,1.0
2025-09-30 10:30:00,occupancy,occ_4,0.0
2025-09-30 10:30:00,occupancy,occ_5,1.0
2025-09-30 10:45:00,temperature,temp_1,23.09
2025-09-30 10:45:00,temperature,temp_2,23.6
2025-09-30 10:45:00,temperature,temp_3,23.44
2025-09-30 10:45:00,luminosity,light_1,758.1
2025-09-30 10:45:00,luminosity,light_2,793.1
2025-09-30 10:45:00,luminosity,light_3,764.4
2025-09-30 10:45:00,occupancy,occ_1,1.0
2025-09-30 10:45:00,occupancy,occ_2,1.0
2025-09-30 10:45:00,occupancy,occ_3,0.0
2025-09-30 10:45:00,occupancy,occ_4,1.0
2025-09-30 10:45:00,occupancy,occ_5,1.0
2025-09-30 11:00:00,temperature,temp_1,23.23
2025-09-30 11:00:00,temperature,temp_2,22.48
2025-09-30 11:00:00,temperature,temp_3,23.5
2025-09-30 11:00:00,luminosity,light_1,912.9
2025-09-30 11:00:00,luminosity,light_2,907.4
2025-09-30 11:00:00,luminosity,light_3,949.6
2025-09-30 11:00:00,occupancy,occ_1,1.0
2025-09-30 11:00:00,occupancy,occ_2,1.0
2025-09-30 11:00:00,occupancy,occ_3,1.0
2025-09-30 11:00:00,occupancy,occ_4,0.0
2025-09-30 11:00:00,occupancy,occ_5,0.0
2025-09-30 11:15:00,temperature,temp_1,23.83
2025-09-30 11:15:00,temperature,temp_2,23.92
2025-09-30 11:15:00,temperature,temp_3,22.6
2025-09-30 11:15:00,luminosity,light_1,921.3
2025-09-30 11:15:00,luminosity,light_2,922.1
2025-09-30 11:15:00,luminosity,light_3,923.2
2025-09-30 11:15:00,occupancy,occ_1,1.0
2025-09-30 11:15:00,occupancy,occ_2,0.0
2025-09-30 11:15:00,occupancy,occ_3,1.0
2025-09-30 11:15:00,occupancy,occ_4,0.0
2025-09-30 11:15:00,occupancy,occ_5,0.0
2025-09-30 11:30:00,temperature,temp_1,23.87
2025-09-30 11:30:00,temperature,temp_2,23.82
2025-09-30 11:30:00,temperature,temp_3,23.19
2025-09-30 11:30:00,luminosity,light_1,953.1
2025-09-30 11:30:00,luminosity,light_2,887.8
2025-09-30 11:30:00,luminosity,light_3,935.0
2025-09-30 11:30:00,occupancy,occ_1,0.0
2025-09-30 11:30:00,occupancy,occ_2,0.0
2025-09-30 11:30:00,occupancy,occ_3,1.0
2025-09-30 11:30:00,occupancy,occ_4,1.0
2025-09-30 11:30:00,occupancy,occ_5,0.0
2025-09-30 11:45:00,temperature,temp_1,21.95
2025-09-30 11:45:00,temperature,temp_2,22.58
2025-09-30 11:45:00,temperature,temp_3,23.05
2025-09-30 11:45:00,luminosity,light_1,891.6
2025-09-30 11:45:00,luminosity,light_2,928.5
2025-09-30 11:45:00,luminosity,light_3,869.0
2025-09-30 11:45:00,occupancy,occ_1,0.0
2025-09-30 11:45:00,occupancy,occ_2,1.0
2025-09-30 11:45:00,occupancy,occ_3,1.0
2025-09-30 11:45:00,occupancy,occ_4,1.0
